"",0.0
"American (New), Sandwiches, Cheesesteaks",4.2289156626506
"American (New), Sandwiches, Cocktail Bars",4.25560538116592
"American (New), Sandwiches, Desserts",4.14634146341463
"American (New), Sandwiches, Pubs",3.72222222222222
"American (New), Sandwiches, Salad",3.8418604965503
"American (New), Sandwiches, Venues & Event Spaces",4.3302752293578
"American (New), Sandwiches, Wine Bars",4.45098039215686
"American (New), Sandwiches, Wraps",4.10940499040307
"American (New), Seafood",3.76492611474052
"American (New), Seafood, Asian Fusion",4.36366636663666
"American (New), Seafood, Barbeque",2.94117647058824
"American (New), Seafood, Bars",3.92586537791006
"American (New), Seafood, Beer Bar",4.2258064516129
"American (New), Seafood, Breakfast & Brunch",3.80562546799861
"American (New), Seafood, Burgers",3.47518833933835
"American (New), Seafood, Caribbean",2.91891891891892
"American (New), Seafood, Chicken Wings",4.63925729442971
"American (New), Seafood, Cocktail Bars",4.12555931066257
"American (New), Seafood, Comfort Food",3.90498916215985
"American (New), Seafood, Desserts",3.86868686868687
"American (New), Seafood, Diners",3.54782608695652
"American (New), Seafood, Dinner Theater",4.06148282097649
"American (New), Seafood, Fish & Chips",4.09817351598173
"American (New), Seafood, Food Trucks",4.73333333333333
"American (New), Seafood, Gluten-Free",3.96521343165265
"American (New), Seafood, Latin American",4.22154471544715
"American (New), Seafood, Lounges",4.5609756097561
"American (New), Seafood, Mexican",3.95795316301703
"American (New), Seafood, Music Venues",4.01714285714286
"American (New), Seafood, Pizza",3.94741379279865
"American (New), Seafood, Pubs",4.06382978723404
"American (New), Seafood, Russian",4.43708609271523
"American (New), Seafood, Salad",4.17672759733346
"American (New), Seafood, Sandwiches",3.83171340609718
"American (New), Seafood, Soup",3.82445141065831
"American (New), Seafood, Southern",3.37244897959184
"American (New), Seafood, Steakhouses",3.86710391250134
"American (New), Seafood, Sushi Bars",3.74528301886792
"American (New), Seafood, Vegan",4.04265402843602
"American (New), Seafood, Venues & Event Spaces",4.0224358974359
"American (New), Seafood, Wine Bars",4.19821350996382
"American (New), Soccer, Sports Clubs",5.0
"American (New), Social Clubs, Venues & Event Spaces",4.07142857142857
"American (New), Soul Food",2.60869565217391
"American (New), Soup",0.0
"American (New), Soup, Cajun/Creole",3.88990825688073
"American (New), South African, Steakhouses",4.44637223974763
"American (New), Southern",3.98423192888306
"American (New), Southern, Bars",4.01209918606852
"American (New), Southern, Cocktail Bars",3.88495326597554
"American (New), Southern, Comfort Food",4.47249816041207
"American (New), Southern, French",4.48
"American (New), Southern, Seafood",3.84639039039039
"American (New), Southern, Venues & Event Spaces",3.73520249221184
"American (New), Southern, Wine Bars",3.625
"American (New), Spanish",3.95
"American (New), Spanish, Southern",4.61267605633803
"American (New), Speakeasies",5.0
"American (New), Specialty Food, Wine Bars",4.26732673267327
"American (New), Sports Bars",3.53049157623074
"American (New), Sports Bars, American (Traditional)",3.58928571428572
"American (New), Sports Bars, Arcades",3.171875
"American (New), Sports Bars, Barbeque",3.42105263157895
"American (New), Sports Bars, Beer Bar",3.76762677274762
"American (New), Sports Bars, Breakfast & Brunch",3.11004784688995
"American (New), Sports Bars, Burgers",3.51863354037267
"American (New), Sports Bars, Cajun/Creole",3.27272727272727
"American (New), Sports Bars, Chicken Wings",3.1914681170986
"American (New), Sports Bars, Cocktail Bars",4.11489361702128
"American (New), Sports Bars, Comedy Clubs",3.62820512820513
"American (New), Sports Bars, Dance Clubs",3.14092112799993
"American (New), Sports Bars, Desserts",3.36842105263158
"American (New), Sports Bars, Gastropubs",4.08449612403101
"American (New), Sports Bars, Golf",3.41176470588235
"American (New), Sports Bars, Hookah Bars",2.84285714285714
"American (New), Sports Bars, Karaoke",3.58823529411765
"American (New), Sports Bars, Mexican",3.89646464646465
"American (New), Sports Bars, Music Venues",3.73006134969325
"American (New), Sports Bars, Pizza",4.4
"American (New), Sports Bars, Steakhouses",2.86605783866057
"American (New), Sports Bars, Sushi Bars",3.74258600237248
"American (New), Sports Bars, Tapas/Small Plates",3.89192529095232
"American (New), Steakhouses",3.94508557610006
"American (New), Steakhouses, American (Traditional)",3.38471673254282
"American (New), Steakhouses, Barbeque",3.78494623655914
"American (New), Steakhouses, Bars",3.99042782330151
"American (New), Steakhouses, Breakfast & Brunch",3.46153846153846
"American (New), Steakhouses, Burgers",3.83895601833864
"American (New), Steakhouses, Cocktail Bars",3.94008392256467
"American (New), Steakhouses, Comfort Food",3.98455598455598
"American (New), Steakhouses, Gastropubs",4.24242424242424
"American (New), Steakhouses, Italian",3.83365019011407
"American (New), Steakhouses, Lounges",3.92086330935252
"American (New), Steakhouses, Sandwiches",4.11095890410959
"American (New), Steakhouses, Seafood",3.51417182898022
"American (New), Steakhouses, Southern",4.14285714285714
"American (New), Steakhouses, Venues & Event Spaces",3.94846511717047
"American (New), Steakhouses, Wine Bars",2.32692307692308
"American (New), Supper Clubs",4.11688311688312
"American (New), Sushi Bars",3.45722811685067
"American (New), Sushi Bars, Gluten-Free",3.90579710144928
"American (New), Sushi Bars, Wine Bars",4.47105263157895
"American (New), Tacos",4.4
"American (New), Tacos, Breakfast & Brunch",4.26376146788991
"American (New), Tacos, Fast Food",4.41666666666667
"American (New), Tacos, Sandwiches",3.88888888888889
"American (New), Taiwanese, Chinese",3.88927943760984
"American (New), Tapas Bars",3.98151660973553
"American (New), Tapas Bars, Beer, Wine & Spirits",4.14438502673797
"American (New), Tapas Bars, Cocktail Bars",3.25
"American (New), Tapas Bars, Diners",4.36694677871148
"American (New), Tapas Bars, Gluten-Free",0.0
"American (New), Tapas Bars, Soul Food",3.41584158415842
"American (New), Tapas Bars, Steakhouses",2.75
"American (New), Tapas/Small Plates",3.70171613262277
"American (New), Tapas/Small Plates, Bars",4.28808257741633
"American (New), Tapas/Small Plates, Breakfast & Brunch",3.92646066132181
"American (New), Tapas/Small Plates, Burgers",4.35391470401018
"American (New), Tapas/Small Plates, Cocktail Bars",4.06829441606939
"American (New), Tapas/Small Plates, Italian",3.64220183486239
"American (New), Tapas/Small Plates, Modern European",4.46845124282983
"American (New), Tapas/Small Plates, Music Venues",4.4
"American (New), Tapas/Small Plates, Pizza",3.7536231884058
"American (New), Tapas/Small Plates, Sandwiches",4.33962264150943
"American (New), Tapas/Small Plates, Tapas Bars",4.75
"American (New), Tapas/Small Plates, Venues & Event Spaces",4.16210730420795
"American (New), Tapas/Small Plates, Wine Bars",4.28359298040149
"American (New), Tea Rooms",3.89803341421543
"American (New), Tiki Bars",3.36134453781513
"American (New), Tuscan",3.23869346733668
"American (New), Vegan",4.19394995248653
"American (New), Vegan, Breakfast & Brunch",3.75108225108225
"American (New), Vegan, Gluten-Free",4.11178292363576
"American (New), Vegan, Latin American",4.83076923076923
"American (New), Vegan, Sandwiches",3.98360655737705
"American (New), Vegan, Vegetarian",4.11440587996526
"American (New), Vegetarian",3.69182418674853
"American (New), Vegetarian, Bars",3.31423421102113
"American (New), Vegetarian, Breakfast & Brunch",4.42261904761905
"American (New), Vegetarian, Burgers",4.25649913344887
"American (New), Vegetarian, Music Venues",3.71111111111111
"American (New), Vegetarian, Salad",3.94186046511628
"American (New), Vegetarian, Tapas/Small Plates",4.4867374005305
"American (New), Vegetarian, Vegan",4.13513091422214
"American (New), Vegetarian, Wine Bars",4.66129032258065
"American (New), Venezuelan",3.90526315789474
"American (New), Venues & Event Spaces",3.87896982870309
"American (New), Venues & Event Spaces, Bars",3.95897075897076
"American (New), Venues & Event Spaces, Breakfast & Brunch",3.26785714285714
"American (New), Venues & Event Spaces, Buffets",3.38709677419355
"American (New), Venues & Event Spaces, Caterers",4.24178571428572
"American (New), Venues & Event Spaces, Cocktail Bars",3.9514348785872
"American (New), Venues & Event Spaces, Community Service/Non-Profit",4.9
"American (New), Venues & Event Spaces, Desserts",4.25726141078838
"American (New), Venues & Event Spaces, Gastropubs",4.13738738738739
"American (New), Venues & Event Spaces, Lounges",3.11162790697674
"American (New), Venues & Event Spaces, Music Venues",3.87136929460581
"American (New), Venues & Event Spaces, Sports Bars",4.14553990610329
"American (New), Venues & Event Spaces, Steakhouses",3.87725421756835
"American (New), Whiskey Bars",4.19218212103588
"American (New), Whiskey Bars, Breakfast & Brunch",3.86268805323895
"American (New), Whiskey Bars, Cocktail Bars",4.02564102564103
"American (New), Whiskey Bars, Lounges",3.90243902439024
"American (New), Whiskey Bars, Venues & Event Spaces",3.78118161925602
"American (New), Whiskey Bars, Wine Bars",4.15555555555556
"American (New), Wine Bars",4.03707450841817
"American (New), Wine Bars, Beer Bar",4.12848096469142
"American (New), Wine Bars, Breakfast & Brunch",4.09625884920013
"American (New), Wine Bars, Burgers",4.2799043062201
"American (New), Wine Bars, Cocktail Bars",4.2836973225902
"American (New), Wine Bars, Coffee & Tea",3.77222222222222
"American (New), Wine Bars, Cooking Classes",4.18543046357616
"American (New), Wine Bars, Desserts",3.72323232323232
"American (New), Wine Bars, Gluten-Free",3.88184830633284
"American (New), Wine Bars, Italian",3.109375
"American (New), Wine Bars, Live/Raw Food",4.775
"American (New), Wine Bars, Mediterranean",4.47619047619048
"American (New), Wine Bars, Modern European",4.10051050109713
"American (New), Wine Bars, Pubs",4.38508064516129
"American (New), Wine Bars, Sandwiches",3.64705882352941
"American (New), Wine Bars, Seafood",4.01611427247374
"American (New), Wine Bars, Southern",4.11864406779661
"American (New), Wine Bars, Steakhouses",4.00870646766169
"American (New), Wine Bars, Tapas Bars",4.58536585365854
"American (New), Wine Bars, Tapas/Small Plates",4.47122302158273
"American (New), Wine Bars, Vegan",3.81306306306306
"American (New), Wine Bars, Venues & Event Spaces",3.8285170835293
"American (New), Wine Bars, Wine Tasting Room",3.75967161493478
"American (New), Wine Tasting Room",4.00203290984904
"American (New), Wine Tasting Room, Venues & Event Spaces",3.801261829653
"American (New), Wine Tasting Room, Wine Bars",4.47967479674797
"American (New), Wineries",3.93202146690519
"American (New), Wineries, Venues & Event Spaces",3.96314102564103
"American (Traditional)",3.53336900190743
"American (Traditional), American (New)",3.72859345223073
"American (Traditional), American (New), Bars",3.24528301886792
"American (Traditional), American (New), Breakfast & Brunch",3.39163134144674
"American (Traditional), American (New), Delis",4.16783216783217
"American (Traditional), American (New), Lounges",3.125
"American (Traditional), American (New), Venues & Event Spaces",3.82352941176471
"American (Traditional), Arcades",4.32911392405063
"American (Traditional), Arcades, Bars",3.07529768753014
"American (Traditional), Arcades, Bowling",2.66492146596859
"American (Traditional), Architectural Tours, Boat Tours",4.1
"American (Traditional), Asian Fusion",4.09090909090909
"American (Traditional), Bakeries",3.3397430127172
"American (Traditional), Bakeries, Breakfast & Brunch",3.80030125076764
"American (Traditional), Bakeries, Seafood",3.52755905511811
"American (Traditional), Barbeque",3.84796604915872
"American (Traditional), Barbeque, American (New)",4.64497041420118
"American (Traditional), Barbeque, Bars",3.55335582697888
"American (Traditional), Barbeque, Burgers",3.30312774929466
"American (Traditional), Barbeque, Chicken Shop",4.48473282442748
"American (Traditional), Barbeque, Chicken Wings",3.37623762376238
"American (Traditional), Barbeque, Gluten-Free",4.28136882129278
"American (Traditional), Barbeque, Grocery",3.61224489795918
"American (Traditional), Barbeque, Music Venues",4.01342281879195
"American (Traditional), Barbeque, Salad",3.84071967057215
"American (Traditional), Barbeque, Sandwiches",3.29761904761905
"American (Traditional), Barbeque, Seafood",4.07230412709061
"American (Traditional), Barbeque, Southern",2.6
"American (Traditional), Barbeque, Steakhouses",3.12748538011696
"American (Traditional), Bars",3.83380655329065
"American (Traditional), Bars, Barbeque",2.96296296296296
"American (Traditional), Bars, Beer, Wine & Spirits",4.3027027027027
"American (Traditional), Bars, Breakfast & Brunch",3.6648149960335
"American (Traditional), Bars, Burgers",3.35312683343002
"American (Traditional), Bars, Cabaret",3.87806997778994
"American (Traditional), Bars, Caterers",3.87368421052632
"American (Traditional), Bars, Chicken Wings",4.29626053370787
"American (Traditional), Bars, Comfort Food",4.28758169934641
"American (Traditional), Bars, Dance Clubs",4.09054325955734
"American (Traditional), Bars, Desserts",4.17117117117117
"American (Traditional), Bars, Fish & Chips",2.63333333333333
"American (Traditional), Bars, Music Venues",3.22077922077922
"American (Traditional), Bars, Pizza",3.37391187893397
"American (Traditional), Bars, Salad",3.70882599427298
"American (Traditional), Bars, Sandwiches",3.87674825174825
"American (Traditional), Bars, Seafood",3.38993056827001
"American (Traditional), Bars, Southern",3.44444444444444
